post_url,job_title,company,city,state,date_added,salary_range,abstract
https://www.indeed.com/rc/clk?jk=c755c0c7f14c8dec&fccid=9ee66ada40315e6d&vjs=3,Social Network Analysts: Natural Language Processing,U.S. Department of Defense (DOD),United States,United States,2020-06-25 13:28:02.286818,NaN,"NGA’s Research directorate – Predictive Analysis Pod – Encompasses techniques from data mining, predictive modeling, and machine learning that analyze current…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMIJm4qOcYKaWSxaC8Kpj69PWASdTrxZqS8tOGKn6KeguCs-c7FpkulA-pM1w-7Obm_PCTYYJty5Ryj8JiBxKrXA4Dqt0SWeuPr0Z1sCVqvMZBU5Iu3ogvJNMKDxW21WYbDiof9TkTaI-7jcKfMqUE1GF817yWq0KPTJXBc7qqGYOKsysyhlXtMQKK3JtO3AfrDpYS0ze5tAeimqYOH9yRsX3ADz7_jqPkjAUluJ69baqRZLXnyF3K23MiyDMqdtOVmUgJ2gLNEubPMsqB92euhh1RaWiMsPAjhHB24LcZNUuQtdMn9_wyfk-t8f5U4P4ZDDCfwcYBAZd5Pdt6B7NCvZwEPBnO4xtU&p=8&fvj=0&vjs=3,Data Scientist,"Common Sensing, Inc",Cambridge,MA,2020-06-25 13:28:02.287817,NaN,"Ability to look deeply into a complex data set and draw insights from it. Apply statistical methods to find variances and trends in the data, and recommend…"
https://www.indeed.com/rc/clk?jk=a042c90508c18ad4&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist – Operational Research,Cognizant Technology Solutions,St. Louis,MO,2020-06-25 13:28:02.288816,NaN,Understand the character/ quality of the data (project dependent in the. Absence of data analyst or designer). Could be customized for the project.
https://www.indeed.com/rc/clk?jk=b1607f3625fcfb3e&fccid=9cb14898bb51b266&vjs=3,Health Data Scientist,"US News & World Report ,L.P.",Washington,DC,2020-06-25 13:28:02.289816,NaN,"Multiple years of professional experience in biostatistics, health services research, epidemiology, health economics, health policy or a similar field."
https://www.indeed.com/rc/clk?jk=4d0ed859a122e4ba&fccid=4810863341d86f72&vjs=3,Data Scientist,"Signature Science, LLC",New Jersey,New Jersey,2020-06-25 13:28:02.290816,NaN,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…"
https://www.indeed.com/rc/clk?jk=312ec94536b68214&fccid=1b866506aec22461&vjs=3,3D Engineering / Data Science Developer Intern,HP,Corvallis,OR,2020-06-25 13:28:02.291814,NaN,At least 2nd year and above University student majoring in Computer Science or Mechanical Engineering. Knowledge in Data Science and its principles.
https://www.indeed.com/rc/clk?jk=76a910087a881cfc&fccid=e3977494b2ebf993&vjs=3,Operations Research Analyst (Data Science),US Department of Homeland Security,Washington,DC,2020-06-25 13:28:02.292814,"$121,316 - $157,709 a year","Knowledge in scientific research methodologies in order to conduct proper data studies, make scientifically valid claims, and support inferences derived from…"
https://www.indeed.com/rc/clk?jk=c4e09425109709ec&fccid=e3977494b2ebf993&vjs=3,Statistician,US Department of Homeland Security,Washington,DC,2020-06-25 13:28:02.293814,"$86,335 - $133,465 a year","A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CqQJ8fSTs6IWaHyuzb70w2-MvmXRF19zoGU3ZTTh-HdWtKe2VbiED_90Zs4LRc8eiTvWWy9s7Kau9QAolMrcM0FFq3O2QecGNUikGiz3dSQu70zCF_q7QrbUh1_DzeW61tl0xIUp_FhIK75qgMGAFplzlnsZZ99D-T-0Hw6axdE7BmbfJmdN-Hcz6d_o368STeRR-TnhR8VUy0m7P0qV6JZ10aLZB61tntP8eZQHr98QIalHrwf-H6BSUX7-in4lqK3F6HwSymOM2fXAkmphwWzcdcz3hD3qq6ibh5aRTTTNl0m0qYayjaKq9hqUaFfTNmhz6yANg-4O188YvBYyjyxBiz-XaKazTDLp1xiD9Fjful8WSwCelLQL2OHoDWcxRk2uumSsz5GiS9nAU9jM5_LK4PG6SAMGhlJ33C-gMXo6wNi366JCP_lyIfVLyPnyB_bAJZM6qzcw==&p=0&fvj=1&vjs=3,Non-Clinical Statistician,Penfield Search Partners,Fairfield,CT,2020-06-25 13:28:02.789800,NaN,Demonstrated hands-on experience consulting with scientific and/or engineering colleagues. Demonstrated solid understanding and use of statistical principles…
https://www.indeed.com/rc/clk?jk=44180aab049b2005&fccid=9784ae78e9834539&vjs=3,Staff Data Scientist - Analytics,Intuit,San Diego,CA,2020-06-25 13:28:02.790799,NaN,"This role will partner closely with data engineering, data analytics, data science, marketing managers, and product management."
https://www.indeed.com/company/Solvus-Global/jobs/Machine-Learning-Engineer-509911bad5c03643?fccid=c75de734dada38c5&vjs=3,Machine Learning Engineer,Solvus Global,Worcester,MA,2020-06-25 13:28:02.791798,"$75,000 - $125,000 a year","To define the problem space, propose a solution, design the architecture,manage projects,and co-develop the final product. Only full-time employees eligible."
https://www.indeed.com/rc/clk?jk=4c055425459d0ce1&fccid=5e8228a974afd673&vjs=3,Financial Analyst Summer Internship,REGED INC,Morrisville,NC,2020-06-25 13:28:02.791798,NaN,"Conduct ad-hoc deep-dive analyses of key business drivers. This data will help support key business decisions, inform our financial model, and interact with…"
https://www.indeed.com/rc/clk?jk=0a58b68e931049bf&fccid=9784ae78e9834539&vjs=3,Staff Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:02.792799,NaN,"Important skills include data wrangling, feature engineering, developing models, and testing metrics. You’ll be expected to help conceive, code, and deploy data…"
https://www.indeed.com/rc/clk?jk=2100d7b67c3be71f&fccid=8b11bd0c33da064e&vjs=3,Business Analyst Intern,Delta Dental of Virginia,Roanoke,VA,2020-06-25 13:28:02.793798,NaN,Will condense information into actionable insights from relevant research and data analysis. Works with key partners to manage the deployment and completion of…
https://www.indeed.com/rc/clk?jk=4053eab18ac83a15&fccid=9784ae78e9834539&vjs=3,Senior Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:02.794797,NaN,"Our formula for innovation begins with agile, cross-functional teams that welcome diverse perspectives and embrace collaboration. Inspirational working…"
https://www.indeed.com/rc/clk?jk=c755c0c7f14c8dec&fccid=9ee66ada40315e6d&vjs=3,Social Network Analysts: Natural Language Processing,U.S. Department of Defense (DOD),United States,United States,2020-06-25 13:28:02.795797,NaN,"NGA’s Research directorate – Predictive Analysis Pod – Encompasses techniques from data mining, predictive modeling, and machine learning that analyze current…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMIJm4qOcYKaWSxaC8Kpj69PWASdTrxZqS8tOGKn6KeguCs-c7FpkulA-pM1w-7Obm_PCTYYJty5Ryj8JiBxKrXA4Dqt0SWeuPr0Z1sCVqvMZBU5Iu3ogvJNMKDxW21WYbDiof9TkTaI-7jcKfMqUE1GF817yWq0KPTJXBc7qqGYOKsysyhlXtMQKK3JtO3AfrDpYS0ze5tAeimqYOH9yRsX3ADz7_jqPkjAUluJ69baqRZLXnyF3K23MiyDMqdtOVmUgJ2gLNEubPMsqB92euhh1RaWiMsPAjhHB24LcZNUuQtdMn9_wyfk-t8f5U4P4ZDDCfwcYBAZd5Pdt6B7NCvZwEPBnO4xtU&p=8&fvj=0&vjs=3,Data Scientist,"Common Sensing, Inc",Cambridge,MA,2020-06-25 13:28:02.796797,NaN,"Ability to look deeply into a complex data set and draw insights from it. Apply statistical methods to find variances and trends in the data, and recommend…"
https://www.indeed.com/rc/clk?jk=a042c90508c18ad4&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist – Operational Research,Cognizant Technology Solutions,St. Louis,MO,2020-06-25 13:28:02.797796,NaN,Understand the character/ quality of the data (project dependent in the. Absence of data analyst or designer). Could be customized for the project.
https://www.indeed.com/rc/clk?jk=b1607f3625fcfb3e&fccid=9cb14898bb51b266&vjs=3,Health Data Scientist,"US News & World Report ,L.P.",Washington,DC,2020-06-25 13:28:02.798795,NaN,"Multiple years of professional experience in biostatistics, health services research, epidemiology, health economics, health policy or a similar field."
https://www.indeed.com/rc/clk?jk=4d0ed859a122e4ba&fccid=4810863341d86f72&vjs=3,Data Scientist,"Signature Science, LLC",New Jersey,New Jersey,2020-06-25 13:28:02.799794,NaN,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…"
https://www.indeed.com/rc/clk?jk=312ec94536b68214&fccid=1b866506aec22461&vjs=3,3D Engineering / Data Science Developer Intern,HP,Corvallis,OR,2020-06-25 13:28:02.801794,NaN,At least 2nd year and above University student majoring in Computer Science or Mechanical Engineering. Knowledge in Data Science and its principles.
https://www.indeed.com/rc/clk?jk=76a910087a881cfc&fccid=e3977494b2ebf993&vjs=3,Operations Research Analyst (Data Science),US Department of Homeland Security,Washington,DC,2020-06-25 13:28:02.802792,"$121,316 - $157,709 a year","Knowledge in scientific research methodologies in order to conduct proper data studies, make scientifically valid claims, and support inferences derived from…"
https://www.indeed.com/rc/clk?jk=c4e09425109709ec&fccid=e3977494b2ebf993&vjs=3,Statistician,US Department of Homeland Security,Washington,DC,2020-06-25 13:28:02.803791,"$86,335 - $133,465 a year","A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CqQJ8fSTs6IWaHyuzb70w2-MvmXRF19zoGU3ZTTh-HdWtKe2VbiED_90Zs4LRc8eiTvWWy9s7Kau9QAolMrcM0FFq3O2QecGNUikGiz3dSQu70zCF_q7QrbUh1_DzeW61tl0xIUp_FhIK75qgMGAFplzlnsZZ99D-T-0Hw6axdE7BmbfJmdN-Hcz6d_o368STeRR-TnhR8VUy0m7P0qV6JZ10aLZB61tntP8eZQHr98QIalHrwf-H6BSUX7-in4lqK3F6HwSymOM2fXAkmphwWzcdcz3hD3qq6ibh5aRTTTNl0m0qYayjaKq9hqUaFfTNmhz6yANg-4O188YvBYyjyxBiz-XaKazTDLp1xiD9Fjful8WSwCelLQL2OHoDWcxRk2uumSsz5GiS9nAU9jM5_LK4PG6SAMGhlJ33C-gMXo6wNi366JCP_lyIfVLyPnyB_bAJZM6qzcw==&p=0&fvj=1&vjs=3,Non-Clinical Statistician,Penfield Search Partners,Fairfield,CT,2020-06-25 13:28:03.334031,NaN,Demonstrated hands-on experience consulting with scientific and/or engineering colleagues. Demonstrated solid understanding and use of statistical principles…
https://www.indeed.com/rc/clk?jk=44180aab049b2005&fccid=9784ae78e9834539&vjs=3,Staff Data Scientist - Analytics,Intuit,San Diego,CA,2020-06-25 13:28:03.335031,NaN,"This role will partner closely with data engineering, data analytics, data science, marketing managers, and product management."
https://www.indeed.com/company/Solvus-Global/jobs/Machine-Learning-Engineer-509911bad5c03643?fccid=c75de734dada38c5&vjs=3,Machine Learning Engineer,Solvus Global,Worcester,MA,2020-06-25 13:28:03.336030,"$75,000 - $125,000 a year","To define the problem space, propose a solution, design the architecture,manage projects,and co-develop the final product. Only full-time employees eligible."
https://www.indeed.com/rc/clk?jk=4c055425459d0ce1&fccid=5e8228a974afd673&vjs=3,Financial Analyst Summer Internship,REGED INC,Morrisville,NC,2020-06-25 13:28:03.337029,NaN,"Conduct ad-hoc deep-dive analyses of key business drivers. This data will help support key business decisions, inform our financial model, and interact with…"
https://www.indeed.com/rc/clk?jk=0a58b68e931049bf&fccid=9784ae78e9834539&vjs=3,Staff Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:03.338029,NaN,"Important skills include data wrangling, feature engineering, developing models, and testing metrics. You’ll be expected to help conceive, code, and deploy data…"
https://www.indeed.com/rc/clk?jk=2100d7b67c3be71f&fccid=8b11bd0c33da064e&vjs=3,Business Analyst Intern,Delta Dental of Virginia,Roanoke,VA,2020-06-25 13:28:03.339029,NaN,Will condense information into actionable insights from relevant research and data analysis. Works with key partners to manage the deployment and completion of…
https://www.indeed.com/rc/clk?jk=4053eab18ac83a15&fccid=9784ae78e9834539&vjs=3,Senior Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:03.340028,NaN,"Our formula for innovation begins with agile, cross-functional teams that welcome diverse perspectives and embrace collaboration. Inspirational working…"
https://www.indeed.com/rc/clk?jk=c755c0c7f14c8dec&fccid=9ee66ada40315e6d&vjs=3,Social Network Analysts: Natural Language Processing,U.S. Department of Defense (DOD),United States,United States,2020-06-25 13:28:03.341027,NaN,"NGA’s Research directorate – Predictive Analysis Pod – Encompasses techniques from data mining, predictive modeling, and machine learning that analyze current…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMIJm4qOcYKaWSxaC8Kpj69PWASdTrxZqS8tOGKn6KeguCs-c7FpkulA-pM1w-7Obm_PCTYYJty5Ryj8JiBxKrXA4Dqt0SWeuPr0Z1sCVqvMZBU5Iu3ogvJNMKDxW21WYbDiof9TkTaI-7jcKfMqUE1GF817yWq0KPTJXBc7qqGYOKsysyhlXtMQKK3JtO3AfrDpYS0ze5tAeimqYOH9yRsX3ADz7_jqPkjAUluJ69baqRZLXnyF3K23MiyDMqdtOVmUgJ2gLNEubPMsqB92euhh1RaWiMsPAjhHB24LcZNUuQtdMn9_wyfk-t8f5U4P4ZDDCfwcYBAZd5Pdt6B7NCvZwEPBnO4xtU&p=8&fvj=0&vjs=3,Data Scientist,"Common Sensing, Inc",Cambridge,MA,2020-06-25 13:28:03.342026,NaN,"Ability to look deeply into a complex data set and draw insights from it. Apply statistical methods to find variances and trends in the data, and recommend…"
https://www.indeed.com/rc/clk?jk=a042c90508c18ad4&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist – Operational Research,Cognizant Technology Solutions,St. Louis,MO,2020-06-25 13:28:03.343026,NaN,Understand the character/ quality of the data (project dependent in the. Absence of data analyst or designer). Could be customized for the project.
https://www.indeed.com/rc/clk?jk=b1607f3625fcfb3e&fccid=9cb14898bb51b266&vjs=3,Health Data Scientist,"US News & World Report ,L.P.",Washington,DC,2020-06-25 13:28:03.344025,NaN,"Multiple years of professional experience in biostatistics, health services research, epidemiology, health economics, health policy or a similar field."
https://www.indeed.com/rc/clk?jk=4d0ed859a122e4ba&fccid=4810863341d86f72&vjs=3,Data Scientist,"Signature Science, LLC",New Jersey,New Jersey,2020-06-25 13:28:03.345025,NaN,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…"
https://www.indeed.com/rc/clk?jk=312ec94536b68214&fccid=1b866506aec22461&vjs=3,3D Engineering / Data Science Developer Intern,HP,Corvallis,OR,2020-06-25 13:28:03.346025,NaN,At least 2nd year and above University student majoring in Computer Science or Mechanical Engineering. Knowledge in Data Science and its principles.
https://www.indeed.com/rc/clk?jk=76a910087a881cfc&fccid=e3977494b2ebf993&vjs=3,Operations Research Analyst (Data Science),US Department of Homeland Security,Washington,DC,2020-06-25 13:28:03.347024,"$121,316 - $157,709 a year","Knowledge in scientific research methodologies in order to conduct proper data studies, make scientifically valid claims, and support inferences derived from…"
https://www.indeed.com/rc/clk?jk=c4e09425109709ec&fccid=e3977494b2ebf993&vjs=3,Statistician,US Department of Homeland Security,Washington,DC,2020-06-25 13:28:03.348024,"$86,335 - $133,465 a year","A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CqQJ8fSTs6IWaHyuzb70w2-MvmXRF19zoGU3ZTTh-HdWtKe2VbiED_90Zs4LRc8eiTvWWy9s7Kau9QAolMrcM0FFq3O2QecGNUikGiz3dSQu70zCF_q7QrbUh1_DzeW61tl0xIUp_FhIK75qgMGAFplzlnsZZ99D-T-0Hw6axdE7BmbfJmdN-Hcz6d_o368STeRR-TnhR8VUy0m7P0qV6JZ10aLZB61tntP8eZQHr98QIalHrwf-H6BSUX7-in4lqK3F6HwSymOM2fXAkmphwWzcdcz3hD3qq6ibh5aRTTTNl0m0qYayjaKq9hqUaFfTNmhz6yANg-4O188YvBYyjyxBiz-XaKazTDLp1xiD9Fjful8WSwCelLQL2OHoDWcxRk2uumSsz5GiS9nAU9jM5_LK4PG6SAMGhlJ33C-gMXo6wNi366JCP_lyIfVLyPnyB_bAJZM6qzcw==&p=0&fvj=1&vjs=3,Non-Clinical Statistician,Penfield Search Partners,Fairfield,CT,2020-06-25 13:28:03.993397,NaN,Demonstrated hands-on experience consulting with scientific and/or engineering colleagues. Demonstrated solid understanding and use of statistical principles…
https://www.indeed.com/rc/clk?jk=44180aab049b2005&fccid=9784ae78e9834539&vjs=3,Staff Data Scientist - Analytics,Intuit,San Diego,CA,2020-06-25 13:28:03.994396,NaN,"This role will partner closely with data engineering, data analytics, data science, marketing managers, and product management."
https://www.indeed.com/company/Solvus-Global/jobs/Machine-Learning-Engineer-509911bad5c03643?fccid=c75de734dada38c5&vjs=3,Machine Learning Engineer,Solvus Global,Worcester,MA,2020-06-25 13:28:03.995396,"$75,000 - $125,000 a year","To define the problem space, propose a solution, design the architecture,manage projects,and co-develop the final product. Only full-time employees eligible."
https://www.indeed.com/rc/clk?jk=4c055425459d0ce1&fccid=5e8228a974afd673&vjs=3,Financial Analyst Summer Internship,REGED INC,Morrisville,NC,2020-06-25 13:28:03.995396,NaN,"Conduct ad-hoc deep-dive analyses of key business drivers. This data will help support key business decisions, inform our financial model, and interact with…"
https://www.indeed.com/rc/clk?jk=0a58b68e931049bf&fccid=9784ae78e9834539&vjs=3,Staff Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:03.996395,NaN,"Important skills include data wrangling, feature engineering, developing models, and testing metrics. You’ll be expected to help conceive, code, and deploy data…"
https://www.indeed.com/rc/clk?jk=2100d7b67c3be71f&fccid=8b11bd0c33da064e&vjs=3,Business Analyst Intern,Delta Dental of Virginia,Roanoke,VA,2020-06-25 13:28:03.997394,NaN,Will condense information into actionable insights from relevant research and data analysis. Works with key partners to manage the deployment and completion of…
https://www.indeed.com/rc/clk?jk=4053eab18ac83a15&fccid=9784ae78e9834539&vjs=3,Senior Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:03.998394,NaN,"Our formula for innovation begins with agile, cross-functional teams that welcome diverse perspectives and embrace collaboration. Inspirational working…"
https://www.indeed.com/rc/clk?jk=c755c0c7f14c8dec&fccid=9ee66ada40315e6d&vjs=3,Social Network Analysts: Natural Language Processing,U.S. Department of Defense (DOD),United States,United States,2020-06-25 13:28:03.999393,NaN,"NGA’s Research directorate – Predictive Analysis Pod – Encompasses techniques from data mining, predictive modeling, and machine learning that analyze current…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMIJm4qOcYKaWSxaC8Kpj69PWASdTrxZqS8tOGKn6KeguCs-c7FpkulA-pM1w-7Obm_PCTYYJty5Ryj8JiBxKrXA4Dqt0SWeuPr0Z1sCVqvMZBU5Iu3ogvJNMKDxW21WYbDiof9TkTaI-7jcKfMqUE1GF817yWq0KPTJXBc7qqGYOKsysyhlXtMQKK3JtO3AfrDpYS0ze5tAeimqYOH9yRsX3ADz7_jqPkjAUluJ69baqRZLXnyF3K23MiyDMqdtOVmUgJ2gLNEubPMsqB92euhh1RaWiMsPAjhHB24LcZNUuQtdMn9_wyfk-t8f5U4P4ZDDCfwcYBAZd5Pdt6B7NCvZwEPBnO4xtU&p=8&fvj=0&vjs=3,Data Scientist,"Common Sensing, Inc",Cambridge,MA,2020-06-25 13:28:04.000393,NaN,"Ability to look deeply into a complex data set and draw insights from it. Apply statistical methods to find variances and trends in the data, and recommend…"
https://www.indeed.com/rc/clk?jk=a042c90508c18ad4&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist – Operational Research,Cognizant Technology Solutions,St. Louis,MO,2020-06-25 13:28:04.001392,NaN,Understand the character/ quality of the data (project dependent in the. Absence of data analyst or designer). Could be customized for the project.
https://www.indeed.com/rc/clk?jk=b1607f3625fcfb3e&fccid=9cb14898bb51b266&vjs=3,Health Data Scientist,"US News & World Report ,L.P.",Washington,DC,2020-06-25 13:28:04.002392,NaN,"Multiple years of professional experience in biostatistics, health services research, epidemiology, health economics, health policy or a similar field."
https://www.indeed.com/rc/clk?jk=4d0ed859a122e4ba&fccid=4810863341d86f72&vjs=3,Data Scientist,"Signature Science, LLC",New Jersey,New Jersey,2020-06-25 13:28:04.003392,NaN,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…"
https://www.indeed.com/rc/clk?jk=312ec94536b68214&fccid=1b866506aec22461&vjs=3,3D Engineering / Data Science Developer Intern,HP,Corvallis,OR,2020-06-25 13:28:04.005393,NaN,At least 2nd year and above University student majoring in Computer Science or Mechanical Engineering. Knowledge in Data Science and its principles.
https://www.indeed.com/rc/clk?jk=76a910087a881cfc&fccid=e3977494b2ebf993&vjs=3,Operations Research Analyst (Data Science),US Department of Homeland Security,Washington,DC,2020-06-25 13:28:04.006389,"$121,316 - $157,709 a year","Knowledge in scientific research methodologies in order to conduct proper data studies, make scientifically valid claims, and support inferences derived from…"
https://www.indeed.com/rc/clk?jk=c4e09425109709ec&fccid=e3977494b2ebf993&vjs=3,Statistician,US Department of Homeland Security,Washington,DC,2020-06-25 13:28:04.007389,"$86,335 - $133,465 a year","A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CqQJ8fSTs6IWaHyuzb70w2-MvmXRF19zoGU3ZTTh-HdWtKe2VbiED_90Zs4LRc8eiTvWWy9s7Kau9QAolMrcM0FFq3O2QecGNUikGiz3dSQu70zCF_q7QrbUh1_DzeW61tl0xIUp_FhIK75qgMGAFplzlnsZZ99D-T-0Hw6axdE7BmbfJmdN-Hcz6d_o368STeRR-TnhR8VUy0m7P0qV6JZ10aLZB61tntP8eZQHr98QIalHrwf-H6BSUX7-in4lqK3F6HwSymOM2fXAkmphwWzcdcz3hD3qq6ibh5aRTTTNl0m0qYayjaKq9hqUaFfTNmhz6yANg-4O188YvBYyjyxBiz-XaKazTDLp1xiD9Fjful8WSwCelLQL2OHoDWcxRk2uumSsz5GiS9nAU9jM5_LK4PG6SAMGhlJ33C-gMXo6wNi366JCP_lyIfVLyPnyB_bAJZM6qzcw==&p=0&fvj=1&vjs=3,Non-Clinical Statistician,Penfield Search Partners,Fairfield,CT,2020-06-25 13:28:04.549973,NaN,Demonstrated hands-on experience consulting with scientific and/or engineering colleagues. Demonstrated solid understanding and use of statistical principles…
https://www.indeed.com/rc/clk?jk=44180aab049b2005&fccid=9784ae78e9834539&vjs=3,Staff Data Scientist - Analytics,Intuit,San Diego,CA,2020-06-25 13:28:04.550972,NaN,"This role will partner closely with data engineering, data analytics, data science, marketing managers, and product management."
https://www.indeed.com/company/Solvus-Global/jobs/Machine-Learning-Engineer-509911bad5c03643?fccid=c75de734dada38c5&vjs=3,Machine Learning Engineer,Solvus Global,Worcester,MA,2020-06-25 13:28:04.551972,"$75,000 - $125,000 a year","To define the problem space, propose a solution, design the architecture,manage projects,and co-develop the final product. Only full-time employees eligible."
https://www.indeed.com/rc/clk?jk=4c055425459d0ce1&fccid=5e8228a974afd673&vjs=3,Financial Analyst Summer Internship,REGED INC,Morrisville,NC,2020-06-25 13:28:04.551972,NaN,"Conduct ad-hoc deep-dive analyses of key business drivers. This data will help support key business decisions, inform our financial model, and interact with…"
https://www.indeed.com/rc/clk?jk=0a58b68e931049bf&fccid=9784ae78e9834539&vjs=3,Staff Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:04.553966,NaN,"Important skills include data wrangling, feature engineering, developing models, and testing metrics. You’ll be expected to help conceive, code, and deploy data…"
https://www.indeed.com/rc/clk?jk=2100d7b67c3be71f&fccid=8b11bd0c33da064e&vjs=3,Business Analyst Intern,Delta Dental of Virginia,Roanoke,VA,2020-06-25 13:28:04.554965,NaN,Will condense information into actionable insights from relevant research and data analysis. Works with key partners to manage the deployment and completion of…
https://www.indeed.com/rc/clk?jk=4053eab18ac83a15&fccid=9784ae78e9834539&vjs=3,Senior Machine Learning Engineer,Intuit,Mountain View,CA,2020-06-25 13:28:04.555964,NaN,"Our formula for innovation begins with agile, cross-functional teams that welcome diverse perspectives and embrace collaboration. Inspirational working…"
https://www.indeed.com/rc/clk?jk=c755c0c7f14c8dec&fccid=9ee66ada40315e6d&vjs=3,Social Network Analysts: Natural Language Processing,U.S. Department of Defense (DOD),United States,United States,2020-06-25 13:28:04.556963,NaN,"NGA’s Research directorate – Predictive Analysis Pod – Encompasses techniques from data mining, predictive modeling, and machine learning that analyze current…"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMIJm4qOcYKaWSxaC8Kpj69PWASdTrxZqS8tOGKn6KeguCs-c7FpkulA-pM1w-7Obm_PCTYYJty5Ryj8JiBxKrXA4Dqt0SWeuPr0Z1sCVqvMZBU5Iu3ogvJNMKDxW21WYbDiof9TkTaI-7jcKfMqUE1GF817yWq0KPTJXBc7qqGYOKsysyhlXtMQKK3JtO3AfrDpYS0ze5tAeimqYOH9yRsX3ADz7_jqPkjAUluJ69baqRZLXnyF3K23MiyDMqdtOVmUgJ2gLNEubPMsqB92euhh1RaWiMsPAjhHB24LcZNUuQtdMn9_wyfk-t8f5U4P4ZDDCfwcYBAZd5Pdt6B7NCvZwEPBnO4xtU&p=8&fvj=0&vjs=3,Data Scientist,"Common Sensing, Inc",Cambridge,MA,2020-06-25 13:28:04.557963,NaN,"Ability to look deeply into a complex data set and draw insights from it. Apply statistical methods to find variances and trends in the data, and recommend…"
https://www.indeed.com/rc/clk?jk=a042c90508c18ad4&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist – Operational Research,Cognizant Technology Solutions,St. Louis,MO,2020-06-25 13:28:04.557963,NaN,Understand the character/ quality of the data (project dependent in the. Absence of data analyst or designer). Could be customized for the project.
https://www.indeed.com/rc/clk?jk=b1607f3625fcfb3e&fccid=9cb14898bb51b266&vjs=3,Health Data Scientist,"US News & World Report ,L.P.",Washington,DC,2020-06-25 13:28:04.559962,NaN,"Multiple years of professional experience in biostatistics, health services research, epidemiology, health economics, health policy or a similar field."
https://www.indeed.com/rc/clk?jk=4d0ed859a122e4ba&fccid=4810863341d86f72&vjs=3,Data Scientist,"Signature Science, LLC",New Jersey,New Jersey,2020-06-25 13:28:04.560961,NaN,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…"
https://www.indeed.com/rc/clk?jk=312ec94536b68214&fccid=1b866506aec22461&vjs=3,3D Engineering / Data Science Developer Intern,HP,Corvallis,OR,2020-06-25 13:28:04.561961,NaN,At least 2nd year and above University student majoring in Computer Science or Mechanical Engineering. Knowledge in Data Science and its principles.
https://www.indeed.com/rc/clk?jk=76a910087a881cfc&fccid=e3977494b2ebf993&vjs=3,Operations Research Analyst (Data Science),US Department of Homeland Security,Washington,DC,2020-06-25 13:28:04.562960,"$121,316 - $157,709 a year","Knowledge in scientific research methodologies in order to conduct proper data studies, make scientifically valid claims, and support inferences derived from…"
